event_year,event_week,respiratory_category,percent
2019,15,Broad Acute Respiratory,12.01
2019,15,COVID-19,0.00
2019,15,Influenza,1.34
2019,15,RSV,0.03
2019,15,ILI,2.52
2019,16,Broad Acute Respiratory,10.73
2019,16,COVID-19,0.00
2019,16,Influenza,0.84
2019,16,RSV,0.01
2019,16,ILI,2.01
2019,17,Broad Acute Respiratory,10.03
2019,17,COVID-19,0.00
2019,17,Influenza,0.57
2019,17,RSV,0.02
2019,17,ILI,1.75
2019,18,Broad Acute Respiratory,9.98
2019,18,COVID-19,0.00
2019,18,Influenza,0.38
2019,18,RSV,0.02
2019,18,ILI,1.77
2019,19,Broad Acute Respiratory,9.72
2019,19,COVID-19,0.00
2019,19,Influenza,0.27
2019,19,RSV,0.02
2019,19,ILI,1.64
2019,20,Broad Acute Respiratory,10.13
2019,20,COVID-19,0.00
2019,20,Influenza,0.22
2019,20,RSV,0.02
2019,20,ILI,1.66
2019,21,Broad Acute Respiratory,9.80
2019,21,COVID-19,0.00
2019,21,Influenza,0.14
2019,21,RSV,0.01
2019,21,ILI,1.58
2019,22,Broad Acute Respiratory,9.90
2019,22,COVID-19,0.00
2019,22,Influenza,0.09
2019,22,RSV,0.02
2019,22,ILI,1.45
2019,23,Broad Acute Respiratory,9.02
2019,23,COVID-19,0.00
2019,23,Influenza,0.06
2019,23,RSV,0.01
2019,23,ILI,1.30
2019,24,Broad Acute Respiratory,8.95
2019,24,COVID-19,0.00
2019,24,Influenza,0.07
2019,24,RSV,0.01
2019,24,ILI,1.26
2019,25,Broad Acute Respiratory,8.33
2019,25,COVID-19,0.00
2019,25,Influenza,0.07
2019,25,RSV,0.00
2019,25,ILI,1.25
2019,26,Broad Acute Respiratory,8.37
2019,26,COVID-19,0.00
2019,26,Influenza,0.05
2019,26,RSV,0.00
2019,26,ILI,1.13
2019,27,Broad Acute Respiratory,7.58
2019,27,COVID-19,0.00
2019,27,Influenza,0.03
2019,27,RSV,0.01
2019,27,ILI,1.05
2019,28,Broad Acute Respiratory,6.98
2019,28,COVID-19,0.00
2019,28,Influenza,0.05
2019,28,RSV,0.00
2019,28,ILI,0.98
2019,29,Broad Acute Respiratory,6.40
2019,29,COVID-19,0.00
2019,29,Influenza,0.02
2019,29,RSV,0.00
2019,29,ILI,0.85
2019,30,Broad Acute Respiratory,6.65
2019,30,COVID-19,0.00
2019,30,Influenza,0.04
2019,30,RSV,0.00
2019,30,ILI,0.86
2019,31,Broad Acute Respiratory,6.48
2019,31,COVID-19,0.00
2019,31,Influenza,0.02
2019,31,RSV,0.00
2019,31,ILI,0.73
2019,32,Broad Acute Respiratory,6.32
2019,32,COVID-19,0.00
2019,32,Influenza,0.02
2019,32,RSV,0.00
2019,32,ILI,0.81
2019,33,Broad Acute Respiratory,6.50
2019,33,COVID-19,0.00
2019,33,Influenza,0.03
2019,33,RSV,0.00
2019,33,ILI,0.88
2019,34,Broad Acute Respiratory,6.78
2019,34,COVID-19,0.00
2019,34,Influenza,0.02
2019,34,RSV,0.00
2019,34,ILI,0.80
2019,35,Broad Acute Respiratory,7.37
2019,35,COVID-19,0.00
2019,35,Influenza,0.04
2019,35,RSV,0.01
2019,35,ILI,0.96
2019,36,Broad Acute Respiratory,7.62
2019,36,COVID-19,0.00
2019,36,Influenza,0.05
2019,36,RSV,0.01
2019,36,ILI,1.14
2019,37,Broad Acute Respiratory,8.68
2019,37,COVID-19,0.00
2019,37,Influenza,0.04
2019,37,RSV,0.00
2019,37,ILI,1.43
2019,38,Broad Acute Respiratory,9.49
2019,38,COVID-19,0.00
2019,38,Influenza,0.08
2019,38,RSV,0.01
2019,38,ILI,1.62
2019,39,Broad Acute Respiratory,9.74
2019,39,COVID-19,0.00
2019,39,Influenza,0.06
2019,39,RSV,0.00
2019,39,ILI,1.67
2019,40,Broad Acute Respiratory,13.32
2019,40,Broad Acute Respiratory,9.28
2019,40,COVID-19,0.00
2019,40,COVID-19,0.00
2019,40,Influenza,0.09
2019,40,Influenza,0.07
2019,40,RSV,0.00
2019,40,RSV,0.00
2019,40,ILI,0.53
2019,40,ILI,1.66
2019,41,Broad Acute Respiratory,14.49
2019,41,Broad Acute Respiratory,10.15
2019,41,COVID-19,0.00
2019,41,COVID-19,0.00
2019,41,Influenza,0.06
2019,41,Influenza,0.06
2019,41,RSV,0.02
2019,41,RSV,0.01
2019,41,ILI,0.48
2019,41,ILI,2.01
2019,42,Broad Acute Respiratory,14.16
2019,42,Broad Acute Respiratory,10.62
2019,42,COVID-19,0.00
2019,42,COVID-19,0.00
2019,42,Influenza,0.09
2019,42,Influenza,0.11
2019,42,RSV,0.04
2019,42,RSV,0.02
2019,42,ILI,0.46
2019,42,ILI,1.90
2019,43,Broad Acute Respiratory,14.25
2019,43,Broad Acute Respiratory,10.37
2019,43,COVID-19,0.00
2019,43,COVID-19,0.00
2019,43,Influenza,0.09
2019,43,Influenza,0.09
2019,43,RSV,0.07
2019,43,RSV,0.03
2019,43,ILI,0.95
2019,43,ILI,2.19
2019,44,Broad Acute Respiratory,14.18
2019,44,Broad Acute Respiratory,9.97
2019,44,COVID-19,0.00
2019,44,COVID-19,0.00
2019,44,Influenza,0.05
2019,44,Influenza,0.10
2019,44,RSV,0.07
2019,44,RSV,0.03
2019,44,ILI,0.98
2019,44,ILI,2.00
2019,45,Broad Acute Respiratory,14.02
2019,45,Broad Acute Respiratory,10.40
2019,45,COVID-19,0.00
2019,45,COVID-19,0.00
2019,45,Influenza,0.15
2019,45,Influenza,0.13
2019,45,RSV,0.15
2019,45,RSV,0.07
2019,45,ILI,0.72
2019,45,ILI,1.78
2019,46,Broad Acute Respiratory,12.88
2019,46,Broad Acute Respiratory,10.62
2019,46,COVID-19,0.00
2019,46,COVID-19,0.00
2019,46,Influenza,0.25
2019,46,Influenza,0.19
2019,46,RSV,0.13
2019,46,RSV,0.12
2019,46,ILI,0.67
2019,46,ILI,1.96
2019,47,Broad Acute Respiratory,12.73
2019,47,Broad Acute Respiratory,10.76
2019,47,COVID-19,0.00
2019,47,COVID-19,0.00
2019,47,Influenza,0.11
2019,47,Influenza,0.22
2019,47,RSV,0.40
2019,47,RSV,0.14
2019,47,ILI,0.53
2019,47,ILI,1.91
2019,48,Broad Acute Respiratory,14.82
2019,48,Broad Acute Respiratory,12.45
2019,48,COVID-19,0.00
2019,48,COVID-19,0.00
2019,48,Influenza,0.15
2019,48,Influenza,0.32
2019,48,RSV,0.31
2019,48,RSV,0.24
2019,48,ILI,0.65
2019,48,ILI,2.46
2019,49,Broad Acute Respiratory,14.73
2019,49,Broad Acute Respiratory,13.09
2019,49,COVID-19,0.00
2019,49,COVID-19,0.00
2019,49,Influenza,0.26
2019,49,Influenza,0.47
2019,49,RSV,0.71
2019,49,RSV,0.36
2019,49,ILI,0.90
2019,49,ILI,2.87
2019,50,Broad Acute Respiratory,15.46
2019,50,Broad Acute Respiratory,14.13
2019,50,COVID-19,0.00
2019,50,COVID-19,0.00
2019,50,Influenza,0.37
2019,50,Influenza,1.00
2019,50,RSV,0.80
2019,50,RSV,0.51
2019,50,ILI,1.18
2019,50,ILI,3.57
2019,51,Broad Acute Respiratory,16.19
2019,51,Broad Acute Respiratory,16.22
2019,51,COVID-19,0.00
2019,51,COVID-19,0.00
2019,51,Influenza,1.20
2019,51,Influenza,1.87
2019,51,RSV,1.20
2019,51,RSV,0.49
2019,51,ILI,1.37
2019,51,ILI,4.51
2019,52,Broad Acute Respiratory,18.37
2019,52,Broad Acute Respiratory,20.22
2019,52,COVID-19,0.00
2019,52,COVID-19,0.00
2019,52,Influenza,2.05
2019,52,Influenza,3.85
2019,52,RSV,1.33
2019,52,RSV,0.67
2019,52,ILI,1.67
2019,52,ILI,6.36
2019,1,Broad Acute Respiratory,19.90
2019,1,Broad Acute Respiratory,19.62
2019,1,COVID-19,0.00
2019,1,COVID-19,0.00
2019,1,Influenza,2.45
2019,1,Influenza,3.51
2019,1,RSV,1.71
2019,1,RSV,0.73
2019,1,ILI,1.86
2019,1,ILI,6.05
2020,2,Broad Acute Respiratory,17.12
2020,2,Broad Acute Respiratory,17.55
2020,2,COVID-19,0.00
2020,2,COVID-19,0.00
2020,2,Influenza,2.36
2020,2,Influenza,3.28
2020,2,RSV,1.20
2020,2,RSV,0.52
2020,2,ILI,1.73
2020,2,ILI,5.55
2020,3,Broad Acute Respiratory,16.96
2020,3,Broad Acute Respiratory,17.35
2020,3,COVID-19,0.00
2020,3,COVID-19,0.00
2020,3,Influenza,2.25
2020,3,Influenza,4.07
2020,3,RSV,0.79
2020,3,RSV,0.41
2020,3,ILI,1.93
2020,3,ILI,5.60
2020,4,Broad Acute Respiratory,17.81
2020,4,Broad Acute Respiratory,18.38
2020,4,COVID-19,0.00
2020,4,COVID-19,0.00
2020,4,Influenza,2.75
2020,4,Influenza,4.89
2020,4,RSV,0.70
2020,4,RSV,0.36
2020,4,ILI,1.68
2020,4,ILI,6.22
2020,5,Broad Acute Respiratory,17.53
2020,5,Broad Acute Respiratory,19.49
2020,5,COVID-19,0.00
2020,5,COVID-19,0.00
2020,5,Influenza,3.15
2020,5,Influenza,5.65
2020,5,RSV,0.41
2020,5,RSV,0.28
2020,5,ILI,2.03
2020,5,ILI,7.11
2020,6,Broad Acute Respiratory,19.19
2020,6,Broad Acute Respiratory,19.55
2020,6,COVID-19,0.00
2020,6,COVID-19,0.00
2020,6,Influenza,3.92
2020,6,Influenza,5.75
2020,6,RSV,0.48
2020,6,RSV,0.22
2020,6,ILI,2.38
2020,6,ILI,6.81
2020,7,Broad Acute Respiratory,18.26
2020,7,Broad Acute Respiratory,18.65
2020,7,COVID-19,0.00
2020,7,COVID-19,0.00
2020,7,Influenza,4.34
2020,7,Influenza,5.43
2020,7,RSV,0.44
2020,7,RSV,0.20
2020,7,ILI,2.20
2020,7,ILI,6.16
2020,8,Broad Acute Respiratory,18.67
2020,8,Broad Acute Respiratory,18.27
2020,8,COVID-19,0.00
2020,8,COVID-19,0.00
2020,8,Influenza,3.50
2020,8,Influenza,5.20
2020,8,RSV,0.35
2020,8,RSV,0.16
2020,8,ILI,1.85
2020,8,ILI,6.27
2020,9,Broad Acute Respiratory,18.04
2020,9,Broad Acute Respiratory,17.22
2020,9,COVID-19,0.00
2020,9,COVID-19,0.00
2020,9,Influenza,3.77
2020,9,Influenza,4.55
2020,9,RSV,0.16
2020,9,RSV,0.11
2020,9,ILI,1.87
2020,9,ILI,5.24
2020,10,Broad Acute Respiratory,18.41
2020,10,Broad Acute Respiratory,17.39
2020,10,COVID-19,0.00
2020,10,COVID-19,0.00
2020,10,Influenza,3.02
2020,10,Influenza,3.95
2020,10,RSV,0.35
2020,10,RSV,0.13
2020,10,ILI,1.87
2020,10,ILI,5.58
2020,11,Broad Acute Respiratory,18.65
2020,11,Broad Acute Respiratory,20.40
2020,11,COVID-19,0.14
2020,11,COVID-19,0.02
2020,11,Influenza,2.51
2020,11,Influenza,2.99
2020,11,RSV,0.33
2020,11,RSV,0.16
2020,11,ILI,1.95
2020,11,ILI,6.33
2020,12,Broad Acute Respiratory,20.70
2020,12,Broad Acute Respiratory,24.63
2020,12,COVID-19,1.09
2020,12,COVID-19,0.21
2020,12,Influenza,1.16
2020,12,Influenza,1.25
2020,12,RSV,0.20
2020,12,RSV,0.07
2020,12,ILI,3.26
2020,12,ILI,7.51
2020,13,Broad Acute Respiratory,29.20
2020,13,Broad Acute Respiratory,26.92
2020,13,COVID-19,6.85
2020,13,COVID-19,1.70
2020,13,Influenza,0.57
2020,13,Influenza,0.41
2020,13,RSV,0.13
2020,13,RSV,0.05
2020,13,ILI,4.68
2020,13,ILI,6.45
2020,14,Broad Acute Respiratory,34.11
2020,14,Broad Acute Respiratory,26.82
2020,14,COVID-19,16.44
2020,14,COVID-19,5.06
2020,14,Influenza,0.27
2020,14,Influenza,0.27
2020,14,RSV,0.00
2020,14,RSV,0.01
2020,14,ILI,4.69
2020,14,ILI,6.61
2020,15,Broad Acute Respiratory,33.52
2020,15,Broad Acute Respiratory,24.43
2020,15,COVID-19,18.65
2020,15,COVID-19,7.34
2020,15,Influenza,0.26
2020,15,Influenza,0.16
2020,15,RSV,0.00
2020,15,RSV,0.01
2020,15,ILI,3.84
2020,15,ILI,4.91
2020,16,Broad Acute Respiratory,31.60
2020,16,Broad Acute Respiratory,22.73
2020,16,COVID-19,18.27
2020,16,COVID-19,8.18
2020,16,Influenza,0.14
2020,16,Influenza,0.17
2020,16,RSV,0.00
2020,16,RSV,0.00
2020,16,ILI,3.19
2020,16,ILI,4.73
2020,17,Broad Acute Respiratory,31.03
2020,17,Broad Acute Respiratory,22.14
2020,17,COVID-19,18.81
2020,17,COVID-19,8.95
2020,17,Influenza,0.11
2020,17,Influenza,0.07
2020,17,RSV,0.00
2020,17,RSV,0.00
2020,17,ILI,2.52
2020,17,ILI,4.12
2020,18,Broad Acute Respiratory,30.90
2020,18,Broad Acute Respiratory,21.06
2020,18,COVID-19,19.46
2020,18,COVID-19,10.00
2020,18,Influenza,0.09
2020,18,Influenza,0.10
2020,18,RSV,0.00
2020,18,RSV,0.00
2020,18,ILI,2.54
2020,18,ILI,3.43
2020,19,Broad Acute Respiratory,28.17
2020,19,Broad Acute Respiratory,19.14
2020,19,COVID-19,16.93
2020,19,COVID-19,9.42
2020,19,Influenza,0.06
2020,19,Influenza,0.03
2020,19,RSV,0.00
2020,19,RSV,0.00
2020,19,ILI,2.09
2020,19,ILI,2.92
2020,20,Broad Acute Respiratory,26.56
2020,20,Broad Acute Respiratory,17.28
2020,20,COVID-19,15.31
2020,20,COVID-19,8.18
2020,20,Influenza,0.07
2020,20,Influenza,0.03
2020,20,RSV,0.00
2020,20,RSV,0.00
2020,20,ILI,1.76
2020,20,ILI,2.58
2020,21,Broad Acute Respiratory,22.94
2020,21,Broad Acute Respiratory,14.72
2020,21,COVID-19,12.44
2020,21,COVID-19,6.65
2020,21,Influenza,0.03
2020,21,Influenza,0.05
2020,21,RSV,0.00
2020,21,RSV,0.00
2020,21,ILI,1.60
2020,21,ILI,2.35
2020,22,Broad Acute Respiratory,19.44
2020,22,Broad Acute Respiratory,11.61
2020,22,COVID-19,9.17
2020,22,COVID-19,4.75
2020,22,Influenza,0.02
2020,22,Influenza,0.02
2020,22,RSV,0.00
2020,22,RSV,0.00
2020,22,ILI,1.13
2020,22,ILI,1.61
2020,23,Broad Acute Respiratory,15.65
2020,23,Broad Acute Respiratory,9.09
2020,23,COVID-19,5.88
2020,23,COVID-19,3.07
2020,23,Influenza,0.07
2020,23,Influenza,0.06
2020,23,RSV,0.00
2020,23,RSV,0.01
2020,23,ILI,0.76
2020,23,ILI,1.25
2020,24,Broad Acute Respiratory,13.28
2020,24,Broad Acute Respiratory,7.41
2020,24,COVID-19,4.22
2020,24,COVID-19,1.93
2020,24,Influenza,0.00
2020,24,Influenza,0.01
2020,24,RSV,0.00
2020,24,RSV,0.00
2020,24,ILI,0.60
2020,24,ILI,1.07
2020,25,Broad Acute Respiratory,12.71
2020,25,Broad Acute Respiratory,6.97
2020,25,COVID-19,3.83
2020,25,COVID-19,1.68
2020,25,Influenza,0.02
2020,25,Influenza,0.01
2020,25,RSV,0.00
2020,25,RSV,0.00
2020,25,ILI,0.62
2020,25,ILI,1.28
2020,26,Broad Acute Respiratory,12.61
2020,26,Broad Acute Respiratory,7.18
2020,26,COVID-19,2.72
2020,26,COVID-19,1.26
2020,26,Influenza,0.02
2020,26,Influenza,0.01
2020,26,RSV,0.00
2020,26,RSV,0.00
2020,26,ILI,0.52
2020,26,ILI,1.06
2020,27,Broad Acute Respiratory,12.16
2020,27,Broad Acute Respiratory,7.27
2020,27,COVID-19,2.77
2020,27,COVID-19,1.52
2020,27,Influenza,0.02
2020,27,Influenza,0.01
2020,27,RSV,0.00
2020,27,RSV,0.00
2020,27,ILI,0.57
2020,27,ILI,0.93
2020,28,Broad Acute Respiratory,11.42
2020,28,Broad Acute Respiratory,7.50
2020,28,COVID-19,2.13
2020,28,COVID-19,1.39
2020,28,Influenza,0.07
2020,28,Influenza,0.03
2020,28,RSV,0.02
2020,28,RSV,0.01
2020,28,ILI,0.40
2020,28,ILI,0.92
2020,29,Broad Acute Respiratory,11.50
2020,29,Broad Acute Respiratory,7.88
2020,29,COVID-19,2.74
2020,29,COVID-19,1.56
2020,29,Influenza,0.03
2020,29,Influenza,0.02
2020,29,RSV,0.00
2020,29,RSV,0.00
2020,29,ILI,0.45
2020,29,ILI,0.90
2020,30,Broad Acute Respiratory,11.86
2020,30,Broad Acute Respiratory,7.85
2020,30,COVID-19,2.43
2020,30,COVID-19,1.29
2020,30,Influenza,0.03
2020,30,Influenza,0.03
2020,30,RSV,0.00
2020,30,RSV,0.00
2020,30,ILI,0.54
2020,30,ILI,1.16
2020,31,Broad Acute Respiratory,12.47
2020,31,Broad Acute Respiratory,8.42
2020,31,COVID-19,2.50
2020,31,COVID-19,1.72
2020,31,Influenza,0.00
2020,31,Influenza,0.03
2020,31,RSV,0.00
2020,31,RSV,0.00
2020,31,ILI,0.45
2020,31,ILI,0.99
2020,32,Broad Acute Respiratory,12.11
2020,32,Broad Acute Respiratory,7.76
2020,32,COVID-19,2.29
2020,32,COVID-19,1.48
2020,32,Influenza,0.05
2020,32,Influenza,0.02
2020,32,RSV,0.00
2020,32,RSV,0.00
2020,32,ILI,0.40
2020,32,ILI,1.03
2020,33,Broad Acute Respiratory,11.43
2020,33,Broad Acute Respiratory,7.87
2020,33,COVID-19,2.43
2020,33,COVID-19,1.55
2020,33,Influenza,0.02
2020,33,Influenza,0.03
2020,33,RSV,0.00
2020,33,RSV,0.00
2020,33,ILI,0.30
2020,33,ILI,1.08
2020,34,Broad Acute Respiratory,11.95
2020,34,Broad Acute Respiratory,7.67
2020,34,COVID-19,2.81
2020,34,COVID-19,1.51
2020,34,Influenza,0.00
2020,34,Influenza,0.01
2020,34,RSV,0.02
2020,34,RSV,0.01
2020,34,ILI,0.34
2020,34,ILI,0.83
2020,35,Broad Acute Respiratory,11.78
2020,35,Broad Acute Respiratory,7.62
2020,35,COVID-19,2.78
2020,35,COVID-19,1.61
2020,35,Influenza,0.03
2020,35,Influenza,0.01
2020,35,RSV,0.00
2020,35,RSV,0.00
2020,35,ILI,0.42
2020,35,ILI,1.04
2020,36,Broad Acute Respiratory,11.98
2020,36,Broad Acute Respiratory,7.12
2020,36,COVID-19,2.80
2020,36,COVID-19,1.35
2020,36,Influenza,0.05
2020,36,Influenza,0.03
2020,36,RSV,0.00
2020,36,RSV,0.00
2020,36,ILI,0.41
2020,36,ILI,1.03
2020,37,Broad Acute Respiratory,11.58
2020,37,Broad Acute Respiratory,7.42
2020,37,COVID-19,2.09
2020,37,COVID-19,1.22
2020,37,Influenza,0.00
2020,37,Influenza,0.01
2020,37,RSV,0.00
2020,37,RSV,0.00
2020,37,ILI,0.42
2020,37,ILI,0.91
2020,38,Broad Acute Respiratory,11.58
2020,38,Broad Acute Respiratory,7.05
2020,38,COVID-19,2.24
2020,38,COVID-19,1.14
2020,38,Influenza,0.00
2020,38,Influenza,0.02
2020,38,RSV,0.02
2020,38,RSV,0.01
2020,38,ILI,0.55
2020,38,ILI,0.95
2020,39,Broad Acute Respiratory,11.81
2020,39,Broad Acute Respiratory,7.53
2020,39,COVID-19,2.35
2020,39,COVID-19,1.20
2020,39,Influenza,0.02
2020,39,Influenza,0.02
2020,39,RSV,0.00
2020,39,RSV,0.01
2020,39,ILI,0.53
2020,39,ILI,1.17
2020,40,Broad Acute Respiratory,12.35
2020,40,Broad Acute Respiratory,8.51
2020,40,COVID-19,2.74
2020,40,COVID-19,1.55
2020,40,Influenza,0.02
2020,40,Influenza,0.01
2020,40,RSV,0.00
2020,40,RSV,0.01
2020,40,ILI,0.62
2020,40,ILI,1.15
2020,41,Broad Acute Respiratory,12.91
2020,41,Broad Acute Respiratory,9.12
2020,41,COVID-19,3.11
2020,41,COVID-19,1.76
2020,41,Influenza,0.05
2020,41,Influenza,0.06
2020,41,RSV,0.00
2020,41,RSV,0.00
2020,41,ILI,0.66
2020,41,ILI,1.39
2020,42,Broad Acute Respiratory,12.67
2020,42,Broad Acute Respiratory,8.89
2020,42,COVID-19,3.73
2020,42,COVID-19,2.07
2020,42,Influenza,0.03
2020,42,Influenza,0.06
2020,42,RSV,0.00
2020,42,RSV,0.00
2020,42,ILI,0.36
2020,42,ILI,0.74
2020,43,Broad Acute Respiratory,15.25
2020,43,Broad Acute Respiratory,10.42
2020,43,COVID-19,5.90
2020,43,COVID-19,3.29
2020,43,Influenza,0.03
2020,43,Influenza,0.02
2020,43,RSV,0.00
2020,43,RSV,0.00
2020,43,ILI,0.35
2020,43,ILI,0.83
2020,44,Broad Acute Respiratory,17.31
2020,44,Broad Acute Respiratory,12.17
2020,44,COVID-19,8.85
2020,44,COVID-19,4.86
2020,44,Influenza,0.07
2020,44,Influenza,0.07
2020,44,RSV,0.02
2020,44,RSV,0.01
2020,44,ILI,0.85
2020,44,ILI,1.28
2020,45,Broad Acute Respiratory,20.43
2020,45,Broad Acute Respiratory,15.05
2020,45,COVID-19,11.98
2020,45,COVID-19,7.11
2020,45,Influenza,0.02
2020,45,Influenza,0.06
2020,45,RSV,0.00
2020,45,RSV,0.00
2020,45,ILI,0.90
2020,45,ILI,1.40
2020,46,Broad Acute Respiratory,23.73
2020,46,Broad Acute Respiratory,16.10
2020,46,COVID-19,14.83
2020,46,COVID-19,8.30
2020,46,Influenza,0.07
2020,46,Influenza,0.08
2020,46,RSV,0.00
2020,46,RSV,0.00
2020,46,ILI,0.95
2020,46,ILI,1.44
2020,47,Broad Acute Respiratory,22.89
2020,47,Broad Acute Respiratory,16.37
2020,47,COVID-19,14.51
2020,47,COVID-19,8.29
2020,47,Influenza,0.07
2020,47,Influenza,0.13
2020,47,RSV,0.00
2020,47,RSV,0.01
2020,47,ILI,0.89
2020,47,ILI,1.33
2020,48,Broad Acute Respiratory,24.29
2020,48,Broad Acute Respiratory,15.32
2020,48,COVID-19,15.78
2020,48,COVID-19,8.37
2020,48,Influenza,0.11
2020,48,Influenza,0.09
2020,48,RSV,0.00
2020,48,RSV,0.01
2020,48,ILI,0.78
2020,48,ILI,1.20
2020,49,Broad Acute Respiratory,23.09
2020,49,Broad Acute Respiratory,14.96
2020,49,COVID-19,13.55
2020,49,COVID-19,7.03
2020,49,Influenza,0.10
2020,49,Influenza,0.14
2020,49,RSV,0.00
2020,49,RSV,0.01
2020,49,ILI,0.84
2020,49,ILI,1.13
2020,50,Broad Acute Respiratory,21.13
2020,50,Broad Acute Respiratory,14.36
2020,50,COVID-19,12.33
2020,50,COVID-19,7.22
2020,50,Influenza,0.09
2020,50,Influenza,0.14
2020,50,RSV,0.00
2020,50,RSV,0.01
2020,50,ILI,0.62
2020,50,ILI,1.00
2020,51,Broad Acute Respiratory,20.39
2020,51,Broad Acute Respiratory,13.28
2020,51,COVID-19,11.56
2020,51,COVID-19,6.46
2020,51,Influenza,0.05
2020,51,Influenza,0.07
2020,51,RSV,0.02
2020,51,RSV,0.01
2020,51,ILI,0.55
2020,51,ILI,0.94
2020,52,Broad Acute Respiratory,19.98
2020,52,Broad Acute Respiratory,12.55
2020,52,COVID-19,11.08
2020,52,COVID-19,5.82
2020,52,Influenza,0.04
2020,52,Influenza,0.06
2020,52,RSV,0.00
2020,52,RSV,0.01
2020,52,ILI,0.50
2020,52,ILI,0.78
2021,1,Broad Acute Respiratory,18.72
2021,1,Broad Acute Respiratory,12.09
2021,1,COVID-19,9.19
2021,1,COVID-19,5.21
2021,1,Influenza,0.09
2021,1,Influenza,0.05
2021,1,RSV,0.00
2021,1,RSV,0.00
2021,1,ILI,0.35
2021,1,ILI,0.74
2021,2,Broad Acute Respiratory,17.63
2021,2,Broad Acute Respiratory,11.29
2021,2,COVID-19,8.76
2021,2,COVID-19,4.68
2021,2,Influenza,0.04
2021,2,Influenza,0.04
2021,2,RSV,0.00
2021,2,RSV,0.01
2021,2,ILI,0.43
2021,2,ILI,0.78
2021,3,Broad Acute Respiratory,15.82
2021,3,Broad Acute Respiratory,10.08
2021,3,COVID-19,7.42
2021,3,COVID-19,4.22
2021,3,Influenza,0.07
2021,3,Influenza,0.04
2021,3,RSV,0.00
2021,3,RSV,0.00
2021,3,ILI,0.29
2021,3,ILI,0.67
2021,4,Broad Acute Respiratory,14.82
2021,4,Broad Acute Respiratory,9.53
2021,4,COVID-19,5.87
2021,4,COVID-19,3.33
2021,4,Influenza,0.07
2021,4,Influenza,0.06
2021,4,RSV,0.00
2021,4,RSV,0.00
2021,4,ILI,0.27
2021,4,ILI,0.55
2021,5,Broad Acute Respiratory,14.35
2021,5,Broad Acute Respiratory,8.48
2021,5,COVID-19,5.12
2021,5,COVID-19,2.78
2021,5,Influenza,0.00
2021,5,Influenza,0.01
2021,5,RSV,0.00
2021,5,RSV,0.01
2021,5,ILI,0.29
2021,5,ILI,0.69
2021,6,Broad Acute Respiratory,13.85
2021,6,Broad Acute Respiratory,8.31
2021,6,COVID-19,4.89
2021,6,COVID-19,2.54
2021,6,Influenza,0.00
2021,6,Influenza,0.01
2021,6,RSV,0.00
2021,6,RSV,0.00
2021,6,ILI,0.26
2021,6,ILI,0.39
2021,7,Broad Acute Respiratory,12.24
2021,7,Broad Acute Respiratory,7.35
2021,7,COVID-19,3.41
2021,7,COVID-19,1.90
2021,7,Influenza,0.02
2021,7,Influenza,0.03
2021,7,RSV,0.00
2021,7,RSV,0.00
2021,7,ILI,0.26
2021,7,ILI,0.43
2021,8,Broad Acute Respiratory,12.06
2021,8,Broad Acute Respiratory,6.81
2021,8,COVID-19,2.74
2021,8,COVID-19,1.52
2021,8,Influenza,0.02
2021,8,Influenza,0.04
2021,8,RSV,0.00
2021,8,RSV,0.00
2021,8,ILI,0.26
2021,8,ILI,0.46
2021,9,Broad Acute Respiratory,11.38
2021,9,Broad Acute Respiratory,7.27
2021,9,COVID-19,2.81
2021,9,COVID-19,1.53
2021,9,Influenza,0.02
2021,9,Influenza,0.02
2021,9,RSV,0.00
2021,9,RSV,0.00
2021,9,ILI,0.31
2021,9,ILI,0.44
2021,10,Broad Acute Respiratory,11.84
2021,10,Broad Acute Respiratory,7.27
2021,10,COVID-19,2.54
2021,10,COVID-19,1.51
2021,10,Influenza,0.00
2021,10,Influenza,0.01
2021,10,RSV,0.00
2021,10,RSV,0.00
2021,10,ILI,0.30
2021,10,ILI,0.57
2021,11,Broad Acute Respiratory,12.67
2021,11,Broad Acute Respiratory,8.53
2021,11,COVID-19,3.55
2021,11,COVID-19,2.07
2021,11,Influenza,0.00
2021,11,Influenza,0.02
2021,11,RSV,0.00
2021,11,RSV,0.00
2021,11,ILI,0.37
2021,11,ILI,0.64
2021,12,Broad Acute Respiratory,13.20
2021,12,Broad Acute Respiratory,8.78
2021,12,COVID-19,4.50
2021,12,COVID-19,2.56
2021,12,Influenza,0.05
2021,12,Influenza,0.03
2021,12,RSV,0.00
2021,12,RSV,0.00
2021,12,ILI,0.31
2021,12,ILI,0.58
2021,13,Broad Acute Respiratory,15.00
2021,13,Broad Acute Respiratory,9.89
2021,13,COVID-19,5.69
2021,13,COVID-19,3.49
2021,13,Influenza,0.05
2021,13,Influenza,0.03
2021,13,RSV,0.02
2021,13,RSV,0.01
2021,13,ILI,0.38
2021,13,ILI,0.77
2021,14,Broad Acute Respiratory,16.13
2021,14,Broad Acute Respiratory,11.21
2021,14,COVID-19,6.83
2021,14,COVID-19,4.03
2021,14,Influenza,0.02
2021,14,Influenza,0.03
2021,14,RSV,0.00
2021,14,RSV,0.01
2021,14,ILI,0.35
2021,14,ILI,0.84
2021,15,Broad Acute Respiratory,16.10
2021,15,Broad Acute Respiratory,10.92
2021,15,COVID-19,7.25
2021,15,COVID-19,4.12
