event_year,event_week,respiratory_category,percent
2021,15,Influenza,0.00
2021,15,Influenza,0.02
2021,15,RSV,0.03
2021,15,RSV,0.02
2021,15,ILI,0.32
2021,15,ILI,0.83
2021,16,Broad Acute Respiratory,16.06
2021,16,Broad Acute Respiratory,11.17
2021,16,COVID-19,6.54
2021,16,COVID-19,4.01
2021,16,Influenza,0.02
2021,16,Influenza,0.03
2021,16,RSV,0.00
2021,16,RSV,0.00
2021,16,ILI,0.47
2021,16,ILI,1.02
2021,17,Broad Acute Respiratory,15.10
2021,17,Broad Acute Respiratory,10.73
2021,17,COVID-19,6.56
2021,17,COVID-19,3.96
2021,17,Influenza,0.03
2021,17,Influenza,0.01
2021,17,RSV,0.03
2021,17,RSV,0.02
2021,17,ILI,0.39
2021,17,ILI,0.88
2021,18,Broad Acute Respiratory,15.43
2021,18,Broad Acute Respiratory,10.35
2021,18,COVID-19,6.01
2021,18,COVID-19,3.50
2021,18,Influenza,0.03
2021,18,Influenza,0.02
2021,18,RSV,0.03
2021,18,RSV,0.02
2021,18,ILI,0.26
2021,18,ILI,0.75
2021,19,Broad Acute Respiratory,14.94
2021,19,Broad Acute Respiratory,10.53
2021,19,COVID-19,4.95
2021,19,COVID-19,2.86
2021,19,Influenza,0.02
2021,19,Influenza,0.01
2021,19,RSV,0.02
2021,19,RSV,0.01
2021,19,ILI,0.35
2021,19,ILI,0.83
2021,20,Broad Acute Respiratory,13.67
2021,20,Broad Acute Respiratory,9.45
2021,20,COVID-19,4.12
2021,20,COVID-19,2.24
2021,20,Influenza,0.02
2021,20,Influenza,0.03
2021,20,RSV,0.03
2021,20,RSV,0.03
2021,20,ILI,0.33
2021,20,ILI,0.82
2021,21,Broad Acute Respiratory,12.36
2021,21,Broad Acute Respiratory,8.47
2021,21,COVID-19,3.22
2021,21,COVID-19,1.67
2021,21,Influenza,0.03
2021,21,Influenza,0.00
2021,21,RSV,0.07
2021,21,RSV,0.03
2021,21,ILI,0.41
2021,21,ILI,0.80
2021,22,Broad Acute Respiratory,11.61
2021,22,Broad Acute Respiratory,8.05
2021,22,COVID-19,2.06
2021,22,COVID-19,1.06
2021,22,Influenza,0.00
2021,22,Influenza,0.02
2021,22,RSV,0.05
2021,22,RSV,0.05
2021,22,ILI,0.21
2021,22,ILI,0.64
2021,23,Broad Acute Respiratory,11.21
2021,23,Broad Acute Respiratory,8.22
2021,23,COVID-19,1.87
2021,23,COVID-19,0.82
2021,23,Influenza,0.00
2021,23,Influenza,0.01
2021,23,RSV,0.03
2021,23,RSV,0.04
2021,23,ILI,0.21
2021,23,ILI,0.61
2021,24,Broad Acute Respiratory,9.59
2021,24,Broad Acute Respiratory,7.89
2021,24,COVID-19,0.65
2021,24,COVID-19,0.35
2021,24,Influenza,0.03
2021,24,Influenza,0.02
2021,24,RSV,0.08
2021,24,RSV,0.03
2021,24,ILI,0.12
2021,24,ILI,0.61
2021,25,Broad Acute Respiratory,10.11
2021,25,Broad Acute Respiratory,8.01
2021,25,COVID-19,0.59
2021,25,COVID-19,0.25
2021,25,Influenza,0.03
2021,25,Influenza,0.02
2021,25,RSV,0.12
2021,25,RSV,0.06
2021,25,ILI,0.20
2021,25,ILI,0.71
2021,26,Broad Acute Respiratory,10.81
2021,26,Broad Acute Respiratory,8.23
2021,26,COVID-19,0.52
2021,26,COVID-19,0.33
2021,26,Influenza,0.03
2021,26,Influenza,0.02
2021,26,RSV,0.10
2021,26,RSV,0.05
2021,26,ILI,0.12
2021,26,ILI,0.78
2021,27,Broad Acute Respiratory,11.36
2021,27,Broad Acute Respiratory,8.48
2021,27,COVID-19,0.67
2021,27,COVID-19,0.31
2021,27,Influenza,0.03
2021,27,Influenza,0.03
2021,27,RSV,0.08
2021,27,RSV,0.08
2021,27,ILI,0.20
2021,27,ILI,0.82
2021,28,Broad Acute Respiratory,11.51
2021,28,Broad Acute Respiratory,9.13
2021,28,COVID-19,0.90
2021,28,COVID-19,0.61
2021,28,Influenza,0.10
2021,28,Influenza,0.03
2021,28,RSV,0.12
2021,28,RSV,0.13
2021,28,ILI,0.30
2021,28,ILI,0.95
2021,29,Broad Acute Respiratory,11.12
2021,29,Broad Acute Respiratory,9.33
2021,29,COVID-19,1.46
2021,29,COVID-19,1.00
2021,29,Influenza,0.00
2021,29,Influenza,0.02
2021,29,RSV,0.22
2021,29,RSV,0.12
2021,29,ILI,0.17
2021,29,ILI,0.93
2021,30,Broad Acute Respiratory,12.04
2021,30,Broad Acute Respiratory,9.91
2021,30,COVID-19,2.21
2021,30,COVID-19,1.51
2021,30,Influenza,0.08
2021,30,Influenza,0.03
2021,30,RSV,0.20
2021,30,RSV,0.16
2021,30,ILI,0.39
2021,30,ILI,0.93
2021,31,Broad Acute Respiratory,13.21
2021,31,Broad Acute Respiratory,10.70
2021,31,COVID-19,3.13
2021,31,COVID-19,2.06
2021,31,Influenza,0.00
2021,31,Influenza,0.01
2021,31,RSV,0.22
2021,31,RSV,0.17
2021,31,ILI,0.38
2021,31,ILI,0.98
2021,32,Broad Acute Respiratory,13.82
2021,32,Broad Acute Respiratory,10.65
2021,32,COVID-19,4.23
2021,32,COVID-19,2.62
2021,32,Influenza,0.00
2021,32,Influenza,0.02
2021,32,RSV,0.46
2021,32,RSV,0.30
2021,32,ILI,0.47
2021,32,ILI,1.06
2021,33,Broad Acute Respiratory,13.12
2021,33,Broad Acute Respiratory,11.03
2021,33,COVID-19,3.56
2021,33,COVID-19,2.65
2021,33,Influenza,0.03
2021,33,Influenza,0.01
2021,33,RSV,0.10
2021,33,RSV,0.25
2021,33,ILI,0.21
2021,33,ILI,0.94
2021,34,Broad Acute Respiratory,13.96
2021,34,Broad Acute Respiratory,11.45
2021,34,COVID-19,4.56
2021,34,COVID-19,3.13
2021,34,Influenza,0.05
2021,34,Influenza,0.02
2021,34,RSV,0.22
2021,34,RSV,0.30
2021,34,ILI,0.39
2021,34,ILI,1.12
2021,35,Broad Acute Respiratory,13.24
2021,35,Broad Acute Respiratory,11.41
2021,35,COVID-19,4.48
2021,35,COVID-19,2.89
2021,35,Influenza,0.02
2021,35,Influenza,0.02
2021,35,RSV,0.32
2021,35,RSV,0.33
2021,35,ILI,0.43
2021,35,ILI,1.27
2021,36,Broad Acute Respiratory,13.30
2021,36,Broad Acute Respiratory,12.54
2021,36,COVID-19,4.22
2021,36,COVID-19,2.73
2021,36,Influenza,0.00
2021,36,Influenza,0.05
2021,36,RSV,0.30
2021,36,RSV,0.35
2021,36,ILI,0.26
2021,36,ILI,1.41
2021,37,Broad Acute Respiratory,13.65
2021,37,Broad Acute Respiratory,11.95
2021,37,COVID-19,3.90
2021,37,COVID-19,2.20
2021,37,Influenza,0.03
2021,37,Influenza,0.03
2021,37,RSV,0.24
2021,37,RSV,0.27
2021,37,ILI,0.37
2021,37,ILI,1.20
2021,38,Broad Acute Respiratory,13.77
2021,38,Broad Acute Respiratory,11.77
2021,38,COVID-19,3.47
2021,38,COVID-19,1.79
2021,38,Influenza,0.03
2021,38,Influenza,0.03
2021,38,RSV,0.31
2021,38,RSV,0.37
2021,38,ILI,0.40
2021,38,ILI,1.11
2021,39,Broad Acute Respiratory,12.32
2021,39,Broad Acute Respiratory,11.44
2021,39,COVID-19,3.22
2021,39,COVID-19,1.85
2021,39,Influenza,0.03
2021,39,Influenza,0.02
2021,39,RSV,0.27
2021,39,RSV,0.29
2021,39,ILI,0.46
2021,39,ILI,1.17
2021,40,Broad Acute Respiratory,12.46
2021,40,Broad Acute Respiratory,10.57
2021,40,COVID-19,2.82
2021,40,COVID-19,1.78
2021,40,Influenza,0.00
2021,40,Influenza,0.02
2021,40,RSV,0.16
2021,40,RSV,0.17
2021,40,ILI,0.26
2021,40,ILI,1.02
2021,41,Broad Acute Respiratory,12.86
2021,41,Broad Acute Respiratory,10.42
2021,41,COVID-19,2.71
2021,41,COVID-19,1.68
2021,41,Influenza,0.00
2021,41,Influenza,0.01
2021,41,RSV,0.19
2021,41,RSV,0.25
2021,41,ILI,0.37
2021,41,ILI,0.96
2021,42,Broad Acute Respiratory,12.62
2021,42,Broad Acute Respiratory,10.36
2021,42,COVID-19,2.35
2021,42,COVID-19,1.31
2021,42,Influenza,0.02
2021,42,Influenza,0.02
2021,42,RSV,0.19
2021,42,RSV,0.20
2021,42,ILI,0.36
2021,42,ILI,1.01
2021,43,Broad Acute Respiratory,13.32
2021,43,Broad Acute Respiratory,11.34
2021,43,COVID-19,2.59
2021,43,COVID-19,1.58
2021,43,Influenza,0.07
2021,43,Influenza,0.03
2021,43,RSV,0.16
2021,43,RSV,0.20
2021,43,ILI,0.35
2021,43,ILI,1.24
2021,44,Broad Acute Respiratory,13.85
2021,44,Broad Acute Respiratory,11.33
2021,44,COVID-19,2.88
2021,44,COVID-19,1.73
2021,44,Influenza,0.03
2021,44,Influenza,0.05
2021,44,RSV,0.16
2021,44,RSV,0.17
2021,44,ILI,0.28
2021,44,ILI,1.01
2021,45,Broad Acute Respiratory,13.86
2021,45,Broad Acute Respiratory,11.99
2021,45,COVID-19,3.08
2021,45,COVID-19,2.20
2021,45,Influenza,0.04
2021,45,Influenza,0.07
2021,45,RSV,0.19
2021,45,RSV,0.20
2021,45,ILI,0.30
2021,45,ILI,1.13
2021,46,Broad Acute Respiratory,15.48
2021,46,Broad Acute Respiratory,12.71
2021,46,COVID-19,4.56
2021,46,COVID-19,2.60
2021,46,Influenza,0.09
2021,46,Influenza,0.12
2021,46,RSV,0.32
2021,46,RSV,0.23
2021,46,ILI,0.44
2021,46,ILI,1.12
2021,47,Broad Acute Respiratory,15.90
2021,47,Broad Acute Respiratory,13.23
2021,47,COVID-19,5.33
2021,47,COVID-19,3.48
2021,47,Influenza,0.07
2021,47,Influenza,0.18
2021,47,RSV,0.16
2021,47,RSV,0.24
2021,47,ILI,0.46
2021,47,ILI,1.29
2021,48,Broad Acute Respiratory,17.01
2021,48,Broad Acute Respiratory,14.06
2021,48,COVID-19,6.89
2021,48,COVID-19,4.34
2021,48,Influenza,0.10
2021,48,Influenza,0.26
2021,48,RSV,0.21
2021,48,RSV,0.24
2021,48,ILI,0.40
2021,48,ILI,1.33
2021,49,Broad Acute Respiratory,18.31
2021,49,Broad Acute Respiratory,14.73
2021,49,COVID-19,8.03
2021,49,COVID-19,5.07
2021,49,Influenza,0.15
2021,49,Influenza,0.38
2021,49,RSV,0.22
2021,49,RSV,0.19
2021,49,ILI,0.50
2021,49,ILI,1.65
2021,50,Broad Acute Respiratory,19.90
2021,50,Broad Acute Respiratory,17.97
2021,50,COVID-19,10.52
2021,50,COVID-19,8.15
2021,50,Influenza,0.19
2021,50,Influenza,0.50
2021,50,RSV,0.38
2021,50,RSV,0.21
2021,50,ILI,0.62
2021,50,ILI,2.00
2021,51,Broad Acute Respiratory,28.06
2021,51,Broad Acute Respiratory,27.01
2021,51,COVID-19,18.73
2021,51,COVID-19,16.68
2021,51,Influenza,0.21
2021,51,Influenza,0.43
2021,51,RSV,0.10
2021,51,RSV,0.16
2021,51,ILI,0.99
2021,51,ILI,3.33
2021,52,Broad Acute Respiratory,35.02
2021,52,Broad Acute Respiratory,27.48
2021,52,COVID-19,26.43
2021,52,COVID-19,18.20
2021,52,Influenza,0.13
2021,52,Influenza,0.29
2021,52,RSV,0.15
2021,52,RSV,0.11
2021,52,ILI,0.88
2021,52,ILI,2.86
2022,1,Broad Acute Respiratory,33.95
2022,1,Broad Acute Respiratory,24.17
2022,1,COVID-19,25.93
2022,1,COVID-19,16.29
2022,1,Influenza,0.12
2022,1,Influenza,0.19
2022,1,RSV,0.14
2022,1,RSV,0.09
2022,1,ILI,0.74
2022,1,ILI,1.95
2022,2,Broad Acute Respiratory,27.08
2022,2,Broad Acute Respiratory,16.81
2022,2,COVID-19,19.50
2022,2,COVID-19,10.65
2022,2,Influenza,0.12
2022,2,Influenza,0.14
2022,2,RSV,0.05
2022,2,RSV,0.05
2022,2,ILI,0.58
2022,2,ILI,1.14
2022,3,Broad Acute Respiratory,22.00
2022,3,Broad Acute Respiratory,13.76
2022,3,COVID-19,12.30
2022,3,COVID-19,6.78
2022,3,Influenza,0.09
2022,3,Influenza,0.07
2022,3,RSV,0.07
2022,3,RSV,0.04
2022,3,ILI,0.33
2022,3,ILI,0.74
2022,4,Broad Acute Respiratory,16.77
2022,4,Broad Acute Respiratory,10.42
2022,4,COVID-19,7.05
2022,4,COVID-19,3.74
2022,4,Influenza,0.04
2022,4,Influenza,0.05
2022,4,RSV,0.04
2022,4,RSV,0.05
2022,4,ILI,0.17
2022,4,ILI,0.61
2022,5,Broad Acute Respiratory,13.61
2022,5,Broad Acute Respiratory,8.39
2022,5,COVID-19,4.44
2022,5,COVID-19,2.12
2022,5,Influenza,0.00
2022,5,Influenza,0.07
2022,5,RSV,0.02
2022,5,RSV,0.02
2022,5,ILI,0.13
2022,5,ILI,0.36
2022,6,Broad Acute Respiratory,12.18
2022,6,Broad Acute Respiratory,7.58
2022,6,COVID-19,2.87
2022,6,COVID-19,1.52
2022,6,Influenza,0.00
2022,6,Influenza,0.03
2022,6,RSV,0.02
2022,6,RSV,0.06
2022,6,ILI,0.23
2022,6,ILI,0.53
2022,7,Broad Acute Respiratory,11.39
2022,7,Broad Acute Respiratory,7.59
2022,7,COVID-19,2.40
2022,7,COVID-19,1.10
2022,7,Influenza,0.04
2022,7,Influenza,0.09
2022,7,RSV,0.05
2022,7,RSV,0.03
2022,7,ILI,0.18
2022,7,ILI,0.58
2022,8,Broad Acute Respiratory,11.00
2022,8,Broad Acute Respiratory,7.64
2022,8,COVID-19,1.82
2022,8,COVID-19,0.74
2022,8,Influenza,0.04
2022,8,Influenza,0.09
2022,8,RSV,0.05
2022,8,RSV,0.04
2022,8,ILI,0.13
2022,8,ILI,0.50
2022,9,Broad Acute Respiratory,10.74
2022,9,Broad Acute Respiratory,7.76
2022,9,COVID-19,1.05
2022,9,COVID-19,0.47
2022,9,Influenza,0.07
2022,9,Influenza,0.16
2022,9,RSV,0.05
2022,9,RSV,0.04
2022,9,ILI,0.23
2022,9,ILI,0.53
2022,10,Broad Acute Respiratory,10.86
2022,10,Broad Acute Respiratory,9.01
2022,10,COVID-19,1.15
2022,10,COVID-19,0.51
2022,10,Influenza,0.04
2022,10,Influenza,0.28
2022,10,RSV,0.05
2022,10,RSV,0.03
2022,10,ILI,0.23
2022,10,ILI,0.80
2022,11,Broad Acute Respiratory,11.52
2022,11,Broad Acute Respiratory,9.21
2022,11,COVID-19,1.01
2022,11,COVID-19,0.45
2022,11,Influenza,0.14
2022,11,Influenza,0.36
2022,11,RSV,0.12
2022,11,RSV,0.07
2022,11,ILI,0.10
2022,11,ILI,0.88
2022,12,Broad Acute Respiratory,11.17
2022,12,Broad Acute Respiratory,9.65
2022,12,COVID-19,0.94
2022,12,COVID-19,0.39
2022,12,Influenza,0.26
2022,12,Influenza,0.66
2022,12,RSV,0.02
2022,12,RSV,0.02
2022,12,ILI,0.26
2022,12,ILI,1.21
2022,13,Broad Acute Respiratory,10.79
2022,13,Broad Acute Respiratory,10.74
2022,13,COVID-19,0.81
2022,13,COVID-19,0.53
2022,13,Influenza,0.37
2022,13,Influenza,0.91
2022,13,RSV,0.00
2022,13,RSV,0.04
2022,13,ILI,0.12
2022,13,ILI,1.20
2022,14,Broad Acute Respiratory,11.74
2022,14,Broad Acute Respiratory,11.15
2022,14,COVID-19,0.90
2022,14,COVID-19,0.65
2022,14,Influenza,0.49
2022,14,Influenza,1.09
2022,14,RSV,0.05
2022,14,RSV,0.04
2022,14,ILI,0.29
2022,14,ILI,1.46
2022,15,Broad Acute Respiratory,12.44
2022,15,Broad Acute Respiratory,11.62
2022,15,COVID-19,1.18
2022,15,COVID-19,0.84
2022,15,Influenza,0.49
2022,15,Influenza,1.10
2022,15,RSV,0.04
2022,15,RSV,0.03
2022,15,ILI,0.24
2022,15,ILI,1.47
2022,16,Broad Acute Respiratory,12.42
2022,16,Broad Acute Respiratory,12.21
2022,16,COVID-19,1.37
2022,16,COVID-19,1.12
2022,16,Influenza,0.52
2022,16,Influenza,1.25
2022,16,RSV,0.00
2022,16,RSV,0.05
2022,16,ILI,0.37
2022,16,ILI,1.52
2022,17,Broad Acute Respiratory,12.82
2022,17,Broad Acute Respiratory,11.79
2022,17,COVID-19,1.60
2022,17,COVID-19,1.27
2022,17,Influenza,0.58
2022,17,Influenza,1.23
2022,17,RSV,0.05
2022,17,RSV,0.05
2022,17,ILI,0.23
2022,17,ILI,1.54
2022,18,Broad Acute Respiratory,12.53
2022,18,Broad Acute Respiratory,12.59
2022,18,COVID-19,1.77
2022,18,COVID-19,1.64
2022,18,Influenza,0.53
2022,18,Influenza,1.39
2022,18,RSV,0.04
2022,18,RSV,0.02
2022,18,ILI,0.35
2022,18,ILI,1.80
2022,19,Broad Acute Respiratory,13.61
2022,19,Broad Acute Respiratory,12.50
2022,19,COVID-19,2.60
2022,19,COVID-19,2.27
2022,19,Influenza,0.55
2022,19,Influenza,1.19
2022,19,RSV,0.05
2022,19,RSV,0.05
2022,19,ILI,0.50
2022,19,ILI,1.66
2022,20,Broad Acute Respiratory,12.89
2022,20,Broad Acute Respiratory,11.12
2022,20,COVID-19,2.92
2022,20,COVID-19,1.95
2022,20,Influenza,0.40
2022,20,Influenza,0.67
2022,20,RSV,0.02
2022,20,RSV,0.02
2022,20,ILI,0.19
2022,20,ILI,1.34
2022,21,Broad Acute Respiratory,12.14
2022,21,Broad Acute Respiratory,11.24
2022,21,COVID-19,2.61
2022,21,COVID-19,2.18
2022,21,Influenza,0.21
2022,21,Influenza,0.43
2022,21,RSV,0.05
2022,21,RSV,0.08
2022,21,ILI,0.23
2022,21,ILI,1.18
2022,22,Broad Acute Respiratory,13.56
2022,22,Broad Acute Respiratory,11.55
2022,22,COVID-19,3.34
2022,22,COVID-19,2.61
2022,22,Influenza,0.06
2022,22,Influenza,0.27
2022,22,RSV,0.09
2022,22,RSV,0.08
2022,22,ILI,0.24
2022,22,ILI,1.33
2022,23,Broad Acute Respiratory,12.90
2022,23,Broad Acute Respiratory,11.16
2022,23,COVID-19,2.61
2022,23,COVID-19,2.33
2022,23,Influenza,0.09
2022,23,Influenza,0.20
2022,23,RSV,0.05
2022,23,RSV,0.06
2022,23,ILI,0.23
2022,23,ILI,1.25
2022,24,Broad Acute Respiratory,12.56
2022,24,Broad Acute Respiratory,10.42
2022,24,COVID-19,3.03
2022,24,COVID-19,2.25
2022,24,Influenza,0.10
2022,24,Influenza,0.16
2022,24,RSV,0.07
2022,24,RSV,0.02
2022,24,ILI,0.22
2022,24,ILI,1.06
2022,25,Broad Acute Respiratory,12.84
2022,25,Broad Acute Respiratory,10.49
2022,25,COVID-19,3.35
2022,25,COVID-19,2.57
2022,25,Influenza,0.07
2022,25,Influenza,0.11
2022,25,RSV,0.02
2022,25,RSV,0.03
2022,25,ILI,0.28
2022,25,ILI,1.01
2022,26,Broad Acute Respiratory,12.50
2022,26,Broad Acute Respiratory,10.40
2022,26,COVID-19,3.22
2022,26,COVID-19,2.71
2022,26,Influenza,0.00
2022,26,Influenza,0.08
2022,26,RSV,0.05
2022,26,RSV,0.05
2022,26,ILI,0.26
2022,26,ILI,0.98
2022,27,Broad Acute Respiratory,12.60
2022,27,Broad Acute Respiratory,9.82
2022,27,COVID-19,3.52
2022,27,COVID-19,3.08
2022,27,Influenza,0.02
2022,27,Influenza,0.06
2022,27,RSV,0.07
2022,27,RSV,0.06
2022,27,ILI,0.39
2022,27,ILI,0.99
2022,28,Broad Acute Respiratory,13.12
2022,28,Broad Acute Respiratory,10.10
2022,28,COVID-19,3.78
2022,28,COVID-19,3.27
2022,28,Influenza,0.03
2022,28,Influenza,0.04
2022,28,RSV,0.03
2022,28,RSV,0.05
2022,28,ILI,0.15
2022,28,ILI,0.89
2022,29,Broad Acute Respiratory,13.56
2022,29,Broad Acute Respiratory,10.29
2022,29,COVID-19,3.86
2022,29,COVID-19,3.49
2022,29,Influenza,0.03
2022,29,Influenza,0.05
2022,29,RSV,0.03
2022,29,RSV,0.04
2022,29,ILI,0.26
2022,29,ILI,0.94
2022,30,Broad Acute Respiratory,13.02
2022,30,Broad Acute Respiratory,9.61
2022,30,COVID-19,4.01
2022,30,COVID-19,3.29
2022,30,Influenza,0.04
2022,30,Influenza,0.04
2022,30,RSV,0.05
2022,30,RSV,0.06
2022,30,ILI,0.25
2022,30,ILI,0.87
2022,31,Broad Acute Respiratory,13.10
2022,31,Broad Acute Respiratory,9.92
2022,31,COVID-19,3.94
2022,31,COVID-19,3.24
2022,31,Influenza,0.03
2022,31,Influenza,0.05
2022,31,RSV,0.07
2022,31,RSV,0.08
2022,31,ILI,0.17
2022,31,ILI,0.88
2022,32,Broad Acute Respiratory,12.73
2022,32,Broad Acute Respiratory,9.81
2022,32,COVID-19,4.11
2022,32,COVID-19,3.26
2022,32,Influenza,0.04
2022,32,Influenza,0.02
2022,32,RSV,0.04
2022,32,RSV,0.12
2022,32,ILI,0.23
2022,32,ILI,0.87
2022,33,Broad Acute Respiratory,13.32
2022,33,Broad Acute Respiratory,9.91
2022,33,COVID-19,3.46
2022,33,COVID-19,2.71
2022,33,Influenza,0.02
2022,33,Influenza,0.02
2022,33,RSV,0.14
2022,33,RSV,0.16
2022,33,ILI,0.20
2022,33,ILI,0.71
2022,34,Broad Acute Respiratory,12.36
2022,34,Broad Acute Respiratory,9.91
2022,34,COVID-19,3.22
2022,34,COVID-19,2.48
2022,34,Influenza,0.08
2022,34,Influenza,0.08
2022,34,RSV,0.14
2022,34,RSV,0.12
2022,34,ILI,0.22
2022,34,ILI,0.92
2022,35,Broad Acute Respiratory,13.98
2022,35,Broad Acute Respiratory,11.19
2022,35,COVID-19,3.60
2022,35,COVID-19,2.50
2022,35,Influenza,0.09
2022,35,Influenza,0.09
2022,35,RSV,0.28
2022,35,RSV,0.17
2022,35,ILI,0.33
2022,35,ILI,1.32
2022,36,Broad Acute Respiratory,13.69
2022,36,Broad Acute Respiratory,11.73
2022,36,COVID-19,3.03
2022,36,COVID-19,2.06
2022,36,Influenza,0.02
2022,36,Influenza,0.06
2022,36,RSV,0.19
2022,36,RSV,0.23
2022,36,ILI,0.42
2022,36,ILI,1.35
2022,37,Broad Acute Respiratory,12.58
2022,37,Broad Acute Respiratory,11.14
2022,37,COVID-19,2.24
2022,37,COVID-19,1.72
2022,37,Influenza,0.11
2022,37,Influenza,0.09
2022,37,RSV,0.39
2022,37,RSV,0.30
2022,37,ILI,0.33
2022,37,ILI,1.07
2022,38,Broad Acute Respiratory,12.81
2022,38,Broad Acute Respiratory,11.51
2022,38,COVID-19,2.38
2022,38,COVID-19,1.43
2022,38,Influenza,0.12
2022,38,Influenza,0.11
2022,38,RSV,0.43
2022,38,RSV,0.46
2022,38,ILI,0.21
2022,38,ILI,1.29
2022,39,Broad Acute Respiratory,12.41
2022,39,Broad Acute Respiratory,11.75
2022,39,COVID-19,1.87
2022,39,COVID-19,1.29
2022,39,Influenza,0.05
2022,39,Influenza,0.13
2022,39,RSV,0.51
2022,39,RSV,0.60
2022,39,ILI,0.21
2022,39,ILI,1.16
2022,40,Broad Acute Respiratory,13.53
2022,40,Broad Acute Respiratory,13.34
2022,40,COVID-19,1.92
2022,40,COVID-19,1.21
2022,40,Influenza,0.10
2022,40,Influenza,0.19
2022,40,RSV,0.62
2022,40,RSV,0.82
2022,40,ILI,0.45
2022,40,ILI,1.76
2022,41,Broad Acute Respiratory,14.89
2022,41,Broad Acute Respiratory,13.95
2022,41,COVID-19,2.27
2022,41,COVID-19,1.41
2022,41,Influenza,0.05
2022,41,Influenza,0.26
2022,41,RSV,1.21
2022,41,RSV,1.14
2022,41,ILI,0.52
2022,41,ILI,1.96
2022,42,Broad Acute Respiratory,15.10
2022,42,Broad Acute Respiratory,14.79
2022,42,COVID-19,2.55
2022,42,COVID-19,1.65
2022,42,Influenza,0.22
2022,42,Influenza,0.40
2022,42,RSV,1.27
2022,42,RSV,1.34
2022,42,ILI,0.63
2022,42,ILI,2.06
2022,43,Broad Acute Respiratory,14.50
2022,43,Broad Acute Respiratory,15.59
2022,43,COVID-19,2.86
2022,43,COVID-19,1.77
2022,43,Influenza,0.27
2022,43,Influenza,0.81
2022,43,RSV,0.94
2022,43,RSV,1.31
2022,43,ILI,0.63
2022,43,ILI,2.27
2022,44,Broad Acute Respiratory,15.80
2022,44,Broad Acute Respiratory,16.95
2022,44,COVID-19,2.96
2022,44,COVID-19,2.04
2022,44,Influenza,0.62
2022,44,Influenza,1.68
2022,44,RSV,1.28
2022,44,RSV,1.28
2022,44,ILI,0.77
2022,44,ILI,3.00
2022,45,Broad Acute Respiratory,15.64
2022,45,Broad Acute Respiratory,18.59
2022,45,COVID-19,3.31
2022,45,COVID-19,1.99
2022,45,Influenza,0.89
2022,45,Influenza,2.85
2022,45,RSV,1.15
2022,45,RSV,1.21
2022,45,ILI,0.75
2022,45,ILI,3.55
2022,46,Broad Acute Respiratory,16.79
2022,46,Broad Acute Respiratory,20.70
2022,46,COVID-19,3.38
2022,46,COVID-19,2.02
2022,46,Influenza,1.73
2022,46,Influenza,5.08
2022,46,RSV,0.76
2022,46,RSV,0.73
2022,46,ILI,1.00
2022,46,ILI,4.26
2022,47,Broad Acute Respiratory,19.82
2022,47,Broad Acute Respiratory,25.04
2022,47,COVID-19,3.73
2022,47,COVID-19,2.42
2022,47,Influenza,3.73
2022,47,Influenza,8.75
2022,47,RSV,0.59
2022,47,RSV,0.59
2022,47,ILI,1.49
2022,47,ILI,5.48
2022,48,Broad Acute Respiratory,20.56
2022,48,Broad Acute Respiratory,22.70
2022,48,COVID-19,3.91
2022,48,COVID-19,2.67
2022,48,Influenza,3.73
2022,48,Influenza,7.31
2022,48,RSV,0.55
2022,48,RSV,0.44
2022,48,ILI,1.34
2022,48,ILI,5.08
2022,49,Broad Acute Respiratory,20.17
2022,49,Broad Acute Respiratory,21.66
2022,49,COVID-19,3.96
2022,49,COVID-19,2.77
2022,49,Influenza,3.53
2022,49,Influenza,6.27
2022,49,RSV,0.25
2022,49,RSV,0.31
2022,49,ILI,0.91
2022,49,ILI,4.12
2022,50,Broad Acute Respiratory,18.48
2022,50,Broad Acute Respiratory,19.06
2022,50,COVID-19,4.61
2022,50,COVID-19,2.87
2022,50,Influenza,2.96
2022,50,Influenza,5.04
2022,50,RSV,0.37
2022,50,RSV,0.25
2022,50,ILI,1.31
2022,50,ILI,3.42
2022,51,Broad Acute Respiratory,16.75
2022,51,Broad Acute Respiratory,16.59
2022,51,COVID-19,4.47
2022,51,COVID-19,3.07
2022,51,Influenza,1.70
2022,51,Influenza,2.96
2022,51,RSV,0.27
2022,51,RSV,0.23
2022,51,ILI,0.79
2022,51,ILI,2.80
2022,52,Broad Acute Respiratory,17.70
2022,52,Broad Acute Respiratory,15.40
2022,52,COVID-19,4.64
2022,52,COVID-19,2.91
2022,52,Influenza,1.28
2022,52,Influenza,1.78
2022,52,RSV,0.29
2022,52,RSV,0.20
2022,52,ILI,0.71
2022,52,ILI,2.08
2023,1,Broad Acute Respiratory,15.61
2023,1,Broad Acute Respiratory,12.93
2023,1,COVID-19,3.94
2023,1,COVID-19,2.48
2023,1,Influenza,0.73
2023,1,Influenza,1.01
2023,1,RSV,0.15
2023,1,RSV,0.18
2023,1,ILI,0.70
2023,1,ILI,1.59
2023,2,Broad Acute Respiratory,13.94
2023,2,Broad Acute Respiratory,10.93
2023,2,COVID-19,2.81
2023,2,COVID-19,1.81
2023,2,Influenza,0.45
2023,2,Influenza,0.52
2023,2,RSV,0.12
2023,2,RSV,0.13
2023,2,ILI,0.49
2023,2,ILI,1.37
2023,3,Broad Acute Respiratory,13.86
2023,3,Broad Acute Respiratory,10.33
2023,3,COVID-19,2.43
