event_year,event_season,respiratory_category,percent
2023,2022-2023,RSV,0.00
2023,2022-2023,ILI,0.39
2023,2022-2023,ILI,1.31
2023,2022-2023,Broad Acute Respiratory,12.69
2023,2022-2023,Broad Acute Respiratory,10.90
2023,2022-2023,COVID-19,1.00
2023,2022-2023,COVID-19,0.68
2023,2022-2023,Influenza,0.12
2023,2022-2023,Influenza,0.21
2023,2022-2023,RSV,0.00
2023,2022-2023,RSV,0.00
2023,2022-2023,ILI,0.31
2023,2022-2023,ILI,1.07
2023,2022-2023,Broad Acute Respiratory,12.93
2023,2022-2023,Broad Acute Respiratory,10.65
2023,2022-2023,COVID-19,1.04
2023,2022-2023,COVID-19,0.63
2023,2022-2023,Influenza,0.12
2023,2022-2023,Influenza,0.16
2023,2022-2023,RSV,0.00
2023,2022-2023,RSV,0.02
2023,2022-2023,ILI,0.32
2023,2022-2023,ILI,1.01
2023,2022-2023,Broad Acute Respiratory,12.22
2023,2022-2023,Broad Acute Respiratory,10.04
2023,2022-2023,COVID-19,0.63
2023,2022-2023,COVID-19,0.39
2023,2022-2023,Influenza,0.02
2023,2022-2023,Influenza,0.16
2023,2022-2023,RSV,0.00
2023,2022-2023,RSV,0.00
2023,2022-2023,ILI,0.31
2023,2022-2023,ILI,1.21
2023,2022-2023,Broad Acute Respiratory,13.08
2023,2022-2023,Broad Acute Respiratory,10.35
2023,2022-2023,COVID-19,0.71
2023,2022-2023,COVID-19,0.48
2023,2022-2023,Influenza,0.12
2023,2022-2023,Influenza,0.16
2023,2022-2023,RSV,0.07
2023,2022-2023,RSV,0.03
2023,2022-2023,ILI,0.32
2023,2022-2023,ILI,0.99
2023,2022-2023,Broad Acute Respiratory,12.49
2023,2022-2023,Broad Acute Respiratory,9.33
2023,2022-2023,COVID-19,0.81
2023,2022-2023,COVID-19,0.43
2023,2022-2023,Influenza,0.07
2023,2022-2023,Influenza,0.06
2023,2022-2023,RSV,0.00
2023,2022-2023,RSV,0.00
2023,2022-2023,ILI,0.43
2023,2022-2023,ILI,0.92
2023,2022-2023,Broad Acute Respiratory,11.69
2023,2022-2023,Broad Acute Respiratory,9.02
2023,2022-2023,COVID-19,0.50
2023,2022-2023,COVID-19,0.27
2023,2022-2023,Influenza,0.03
2023,2022-2023,Influenza,0.09
2023,2022-2023,RSV,0.02
2023,2022-2023,RSV,0.00
2023,2022-2023,ILI,0.34
2023,2022-2023,ILI,0.75
2023,2022-2023,Broad Acute Respiratory,10.76
2023,2022-2023,Broad Acute Respiratory,8.51
2023,2022-2023,COVID-19,0.48
2023,2022-2023,COVID-19,0.30
2023,2022-2023,Influenza,0.11
2023,2022-2023,Influenza,0.12
2023,2022-2023,RSV,0.02
2023,2022-2023,RSV,0.01
2023,2022-2023,ILI,0.18
2023,2022-2023,ILI,0.70
2023,2022-2023,Broad Acute Respiratory,9.92
2023,2022-2023,Broad Acute Respiratory,7.63
2023,2022-2023,COVID-19,0.39
2023,2022-2023,COVID-19,0.32
2023,2022-2023,Influenza,0.04
2023,2022-2023,Influenza,0.05
2023,2022-2023,RSV,0.02
2023,2022-2023,RSV,0.01
2023,2022-2023,ILI,0.09
2023,2022-2023,ILI,0.54
2023,2022-2023,Broad Acute Respiratory,10.79
2023,2022-2023,Broad Acute Respiratory,7.56
2023,2022-2023,COVID-19,0.53
2023,2022-2023,COVID-19,0.34
2023,2022-2023,Influenza,0.02
2023,2022-2023,Influenza,0.03
2023,2022-2023,RSV,0.00
2023,2022-2023,RSV,0.02
2023,2022-2023,ILI,0.11
2023,2022-2023,ILI,0.58
2023,2022-2023,Broad Acute Respiratory,10.13
2023,2022-2023,Broad Acute Respiratory,7.25
2023,2022-2023,COVID-19,0.19
2023,2022-2023,COVID-19,0.30
2023,2022-2023,Influenza,0.03
2023,2022-2023,Influenza,0.04
2023,2022-2023,RSV,0.00
2023,2022-2023,RSV,0.00
2023,2022-2023,ILI,0.19
2023,2022-2023,ILI,0.52
2023,2022-2023,Broad Acute Respiratory,11.09
2023,2022-2023,Broad Acute Respiratory,7.35
2023,2022-2023,COVID-19,0.45
2023,2022-2023,COVID-19,0.55
2023,2022-2023,Influenza,0.03
2023,2022-2023,Influenza,0.05
2023,2022-2023,RSV,0.00
2023,2022-2023,RSV,0.01
2023,2022-2023,ILI,0.05
2023,2022-2023,ILI,0.50
2023,2022-2023,Broad Acute Respiratory,10.72
2023,2022-2023,Broad Acute Respiratory,7.85
2023,2022-2023,COVID-19,0.73
2023,2022-2023,COVID-19,0.70
2023,2022-2023,Influenza,0.03
2023,2022-2023,Influenza,0.07
2023,2022-2023,RSV,0.03
2023,2022-2023,RSV,0.02
2023,2022-2023,ILI,0.19
2023,2022-2023,ILI,0.59
2023,2022-2023,Broad Acute Respiratory,10.89
2023,2022-2023,Broad Acute Respiratory,8.07
2023,2022-2023,COVID-19,0.74
2023,2022-2023,COVID-19,0.81
2023,2022-2023,Influenza,0.05
2023,2022-2023,Influenza,0.09
2023,2022-2023,RSV,0.00
2023,2022-2023,RSV,0.01
2023,2022-2023,ILI,0.26
2023,2022-2023,ILI,0.56
2023,2022-2023,Broad Acute Respiratory,11.60
2023,2022-2023,Broad Acute Respiratory,8.30
2023,2022-2023,COVID-19,1.08
2023,2022-2023,COVID-19,0.99
2023,2022-2023,Influenza,0.14
2023,2022-2023,Influenza,0.08
2023,2022-2023,RSV,0.00
2023,2022-2023,RSV,0.01
2023,2022-2023,ILI,0.32
2023,2022-2023,ILI,0.66
2023,2022-2023,Broad Acute Respiratory,10.77
2023,2022-2023,Broad Acute Respiratory,8.64
2023,2022-2023,COVID-19,1.13
2023,2022-2023,COVID-19,1.22
2023,2022-2023,Influenza,0.03
2023,2022-2023,Influenza,0.08
2023,2022-2023,RSV,0.00
2023,2022-2023,RSV,0.02
2023,2022-2023,ILI,0.36
2023,2022-2023,ILI,0.81
2023,2022-2023,Broad Acute Respiratory,11.54
2023,2022-2023,Broad Acute Respiratory,9.18
2023,2022-2023,COVID-19,1.17
2023,2022-2023,COVID-19,1.45
2023,2022-2023,Influenza,0.03
2023,2022-2023,Influenza,0.06
2023,2022-2023,RSV,0.02
2023,2022-2023,RSV,0.03
2023,2022-2023,ILI,0.33
2023,2022-2023,ILI,0.91
2023,2022-2023,Broad Acute Respiratory,11.34
2023,2022-2023,Broad Acute Respiratory,10.34
2023,2022-2023,COVID-19,1.16
2023,2022-2023,COVID-19,1.42
2023,2022-2023,Influenza,0.02
2023,2022-2023,Influenza,0.09
2023,2022-2023,RSV,0.02
2023,2022-2023,RSV,0.03
2023,2022-2023,ILI,0.32
2023,2022-2023,ILI,1.15
2023,2022-2023,Broad Acute Respiratory,13.35
2023,2022-2023,Broad Acute Respiratory,11.75
2023,2022-2023,COVID-19,1.80
2023,2022-2023,COVID-19,1.50
2023,2022-2023,Influenza,0.09
2023,2022-2023,Influenza,0.07
2023,2022-2023,RSV,0.07
2023,2022-2023,RSV,0.07
2023,2022-2023,ILI,0.33
2023,2022-2023,ILI,1.33
2023,2022-2023,Broad Acute Respiratory,12.58
2023,2022-2023,Broad Acute Respiratory,11.15
2023,2022-2023,COVID-19,1.75
2023,2022-2023,COVID-19,1.35
2023,2022-2023,Influenza,0.03
2023,2022-2023,Influenza,0.08
2023,2022-2023,RSV,0.03
2023,2022-2023,RSV,0.04
2023,2022-2023,ILI,0.52
2023,2022-2023,ILI,1.25
2023,2022-2023,Broad Acute Respiratory,12.73
2023,2022-2023,Broad Acute Respiratory,11.81
2023,2022-2023,COVID-19,1.88
2023,2022-2023,COVID-19,1.36
2023,2022-2023,Influenza,0.12
2023,2022-2023,Influenza,0.14
2023,2022-2023,RSV,0.09
2023,2022-2023,RSV,0.08
2023,2022-2023,ILI,0.55
2023,2022-2023,ILI,1.57
2023,2022-2023,Broad Acute Respiratory,12.24
2023,2022-2023,Broad Acute Respiratory,11.83
2023,2022-2023,COVID-19,1.30
2023,2022-2023,COVID-19,1.06
2023,2022-2023,Influenza,0.09
2023,2022-2023,Influenza,0.12
2023,2022-2023,RSV,0.05
2023,2022-2023,RSV,0.11
2023,2022-2023,ILI,0.38
2023,2022-2023,ILI,1.46
2023,2023-2024,Broad Acute Respiratory,12.89
2023,2023-2024,Broad Acute Respiratory,11.97
2023,2023-2024,COVID-19,1.13
2023,2023-2024,COVID-19,0.92
2023,2023-2024,Influenza,0.14
2023,2023-2024,Influenza,0.19
2023,2023-2024,RSV,0.14
2023,2023-2024,RSV,0.18
2023,2023-2024,ILI,0.52
2023,2023-2024,ILI,1.40
2023,2023-2024,Broad Acute Respiratory,13.37
2023,2023-2024,Broad Acute Respiratory,12.58
2023,2023-2024,COVID-19,1.39
2023,2023-2024,COVID-19,0.94
2023,2023-2024,Influenza,0.03
2023,2023-2024,Influenza,0.23
2023,2023-2024,RSV,0.33
2023,2023-2024,RSV,0.27
2023,2023-2024,ILI,0.76
2023,2023-2024,ILI,1.62
2023,2023-2024,Broad Acute Respiratory,14.88
2023,2023-2024,Broad Acute Respiratory,13.29
2023,2023-2024,COVID-19,1.64
2023,2023-2024,COVID-19,1.11
2023,2023-2024,Influenza,0.21
2023,2023-2024,Influenza,0.33
2023,2023-2024,RSV,0.31
2023,2023-2024,RSV,0.27
2023,2023-2024,ILI,0.45
2023,2023-2024,ILI,1.60
2023,2023-2024,Broad Acute Respiratory,12.98
2023,2023-2024,Broad Acute Respiratory,13.50
2023,2023-2024,COVID-19,1.14
2023,2023-2024,COVID-19,1.11
2023,2023-2024,Influenza,0.14
2023,2023-2024,Influenza,0.31
2023,2023-2024,RSV,0.26
2023,2023-2024,RSV,0.50
2023,2023-2024,ILI,0.46
2023,2023-2024,ILI,1.64
2023,2023-2024,Broad Acute Respiratory,14.33
2023,2023-2024,Broad Acute Respiratory,14.48
2023,2023-2024,COVID-19,1.52
2023,2023-2024,COVID-19,1.29
2023,2023-2024,Influenza,0.18
2023,2023-2024,Influenza,0.36
2023,2023-2024,RSV,0.45
2023,2023-2024,RSV,0.67
2023,2023-2024,ILI,0.54
2023,2023-2024,ILI,1.97
2023,2023-2024,Broad Acute Respiratory,15.74
2023,2023-2024,Broad Acute Respiratory,15.54
2023,2023-2024,COVID-19,1.90
2023,2023-2024,COVID-19,1.43
2023,2023-2024,Influenza,0.23
2023,2023-2024,Influenza,0.60
2023,2023-2024,RSV,0.75
2023,2023-2024,RSV,0.84
2023,2023-2024,ILI,0.68
2023,2023-2024,ILI,2.17
2023,2023-2024,Broad Acute Respiratory,15.66
2023,2023-2024,Broad Acute Respiratory,16.58
2023,2023-2024,COVID-19,2.01
2023,2023-2024,COVID-19,1.79
2023,2023-2024,Influenza,0.49
2023,2023-2024,Influenza,0.82
2023,2023-2024,RSV,0.97
2023,2023-2024,RSV,0.94
2023,2023-2024,ILI,0.61
2023,2023-2024,ILI,2.34
2023,2023-2024,Broad Acute Respiratory,18.20
2023,2023-2024,Broad Acute Respiratory,18.04
2023,2023-2024,COVID-19,2.98
2023,2023-2024,COVID-19,2.51
2023,2023-2024,Influenza,0.82
2023,2023-2024,Influenza,1.29
2023,2023-2024,RSV,1.49
2023,2023-2024,RSV,1.15
2023,2023-2024,ILI,0.80
2023,2023-2024,ILI,2.52
2023,2023-2024,Broad Acute Respiratory,18.89
2023,2023-2024,Broad Acute Respiratory,18.20
2023,2023-2024,COVID-19,2.91
2023,2023-2024,COVID-19,2.33
2023,2023-2024,Influenza,1.06
2023,2023-2024,Influenza,1.39
2023,2023-2024,RSV,1.35
2023,2023-2024,RSV,1.10
2023,2023-2024,ILI,0.88
2023,2023-2024,ILI,2.83
2023,2023-2024,Broad Acute Respiratory,18.76
2023,2023-2024,Broad Acute Respiratory,18.11
2023,2023-2024,COVID-19,3.02
2023,2023-2024,COVID-19,2.38
2023,2023-2024,Influenza,1.15
2023,2023-2024,Influenza,2.09
2023,2023-2024,RSV,1.14
2023,2023-2024,RSV,0.81
2023,2023-2024,ILI,0.92
2023,2023-2024,ILI,2.89
2023,2023-2024,Broad Acute Respiratory,18.63
2023,2023-2024,Broad Acute Respiratory,18.80
2023,2023-2024,COVID-19,2.94
2023,2023-2024,COVID-19,2.34
2023,2023-2024,Influenza,1.94
2023,2023-2024,Influenza,3.09
2023,2023-2024,RSV,1.17
2023,2023-2024,RSV,0.82
2023,2023-2024,ILI,0.73
2023,2023-2024,ILI,3.57
2023,2023-2024,Broad Acute Respiratory,20.45
2023,2023-2024,Broad Acute Respiratory,21.49
2023,2023-2024,COVID-19,3.57
2023,2023-2024,COVID-19,2.79
2023,2023-2024,Influenza,3.17
2023,2023-2024,Influenza,4.68
2023,2023-2024,RSV,1.14
2023,2023-2024,RSV,0.84
2023,2023-2024,ILI,1.07
2023,2023-2024,ILI,3.87
2023,2023-2024,Broad Acute Respiratory,22.72
2023,2023-2024,Broad Acute Respiratory,22.15
2023,2023-2024,COVID-19,4.23
2023,2023-2024,COVID-19,2.96
2023,2023-2024,Influenza,3.68
2023,2023-2024,Influenza,5.26
2023,2023-2024,RSV,0.84
2023,2023-2024,RSV,0.64
2023,2023-2024,ILI,1.17
2023,2023-2024,ILI,4.07
2023,2023-2024,Broad Acute Respiratory,20.35
2023,2023-2024,Broad Acute Respiratory,19.01
2023,2023-2024,COVID-19,3.52
2023,2023-2024,COVID-19,2.56
2023,2023-2024,Influenza,3.18
2023,2023-2024,Influenza,3.75
2023,2023-2024,RSV,1.03
2023,2023-2024,RSV,0.69
2023,2023-2024,ILI,1.25
2023,2023-2024,ILI,3.18
2024,2023-2024,Broad Acute Respiratory,19.03
2024,2023-2024,Broad Acute Respiratory,17.09
2024,2023-2024,COVID-19,2.88
2024,2023-2024,COVID-19,2.21
2024,2023-2024,Influenza,1.97
2024,2023-2024,Influenza,2.82
2024,2023-2024,RSV,0.94
2024,2023-2024,RSV,0.58
2024,2023-2024,ILI,1.09
2024,2023-2024,ILI,2.75
2024,2023-2024,Broad Acute Respiratory,15.29
2024,2023-2024,Broad Acute Respiratory,14.26
2024,2023-2024,COVID-19,2.27
2024,2023-2024,COVID-19,1.80
2024,2023-2024,Influenza,1.47
2024,2023-2024,Influenza,2.07
2024,2023-2024,RSV,0.57
2024,2023-2024,RSV,0.50
2024,2023-2024,ILI,0.73
2024,2023-2024,ILI,2.09
2024,2023-2024,Broad Acute Respiratory,14.03
2024,2023-2024,Broad Acute Respiratory,13.00
2024,2023-2024,COVID-19,1.86
2024,2023-2024,COVID-19,1.45
2024,2023-2024,Influenza,1.32
2024,2023-2024,Influenza,1.75
2024,2023-2024,RSV,0.42
2024,2023-2024,RSV,0.27
2024,2023-2024,ILI,0.70
2024,2023-2024,ILI,1.82
2024,2023-2024,Broad Acute Respiratory,14.75
2024,2023-2024,Broad Acute Respiratory,13.12
2024,2023-2024,COVID-19,1.37
2024,2023-2024,COVID-19,1.21
2024,2023-2024,Influenza,0.93
2024,2023-2024,Influenza,1.61
2024,2023-2024,RSV,0.37
2024,2023-2024,RSV,0.28
2024,2023-2024,ILI,0.69
2024,2023-2024,ILI,1.78
2024,2023-2024,Broad Acute Respiratory,15.62
2024,2023-2024,Broad Acute Respiratory,14.43
2024,2023-2024,COVID-19,1.94
2024,2023-2024,COVID-19,1.47
2024,2023-2024,Influenza,1.07
2024,2023-2024,Influenza,1.75
2024,2023-2024,RSV,0.36
2024,2023-2024,RSV,0.20
2024,2023-2024,ILI,0.53
2024,2023-2024,ILI,1.85
2024,2023-2024,Broad Acute Respiratory,14.82
2024,2023-2024,Broad Acute Respiratory,14.82
2024,2023-2024,COVID-19,1.34
2024,2023-2024,COVID-19,1.30
2024,2023-2024,Influenza,0.98
2024,2023-2024,Influenza,1.87
2024,2023-2024,RSV,0.24
2024,2023-2024,RSV,0.17
2024,2023-2024,ILI,0.69
2024,2023-2024,ILI,1.89
2024,2023-2024,Broad Acute Respiratory,15.05
2024,2023-2024,Broad Acute Respiratory,15.10
2024,2023-2024,COVID-19,1.64
2024,2023-2024,COVID-19,1.32
2024,2023-2024,Influenza,1.20
2024,2023-2024,Influenza,2.34
2024,2023-2024,RSV,0.23
2024,2023-2024,RSV,0.16
2024,2023-2024,ILI,0.69
2024,2023-2024,ILI,2.20
2024,2023-2024,Broad Acute Respiratory,13.83
2024,2023-2024,Broad Acute Respiratory,14.06
2024,2023-2024,COVID-19,1.49
2024,2023-2024,COVID-19,1.13
2024,2023-2024,Influenza,0.98
2024,2023-2024,Influenza,2.35
2024,2023-2024,RSV,0.28
2024,2023-2024,RSV,0.15
2024,2023-2024,ILI,0.51
2024,2023-2024,ILI,1.98
2024,2023-2024,Broad Acute Respiratory,13.86
2024,2023-2024,Broad Acute Respiratory,14.64
2024,2023-2024,COVID-19,1.11
2024,2023-2024,COVID-19,0.87
2024,2023-2024,Influenza,0.83
2024,2023-2024,Influenza,2.51
2024,2023-2024,RSV,0.12
2024,2023-2024,RSV,0.15
2024,2023-2024,ILI,0.60
2024,2023-2024,ILI,2.14
2024,2023-2024,Broad Acute Respiratory,14.58
2024,2023-2024,Broad Acute Respiratory,14.71
2024,2023-2024,COVID-19,1.21
2024,2023-2024,COVID-19,0.83
2024,2023-2024,Influenza,1.27
2024,2023-2024,Influenza,2.46
2024,2023-2024,RSV,0.23
2024,2023-2024,RSV,0.12
2024,2023-2024,ILI,0.84
2024,2023-2024,ILI,2.05
2024,2023-2024,Broad Acute Respiratory,14.09
2024,2023-2024,Broad Acute Respiratory,14.26
2024,2023-2024,COVID-19,0.94
2024,2023-2024,COVID-19,0.49
2024,2023-2024,Influenza,0.95
2024,2023-2024,Influenza,2.15
2024,2023-2024,RSV,0.14
2024,2023-2024,RSV,0.13
2024,2023-2024,ILI,0.73
2024,2023-2024,ILI,2.10
2024,2023-2024,Broad Acute Respiratory,15.07
2024,2023-2024,Broad Acute Respiratory,14.40
2024,2023-2024,COVID-19,0.79
2024,2023-2024,COVID-19,0.59
2024,2023-2024,Influenza,1.07
2024,2023-2024,Influenza,2.23
2024,2023-2024,RSV,0.11
2024,2023-2024,RSV,0.09
2024,2023-2024,ILI,0.56
2024,2023-2024,ILI,2.28
2024,2023-2024,Broad Acute Respiratory,15.01
2024,2023-2024,Broad Acute Respiratory,13.66
2024,2023-2024,COVID-19,0.77
2024,2023-2024,COVID-19,0.50
2024,2023-2024,Influenza,1.07
2024,2023-2024,Influenza,2.03
2024,2023-2024,RSV,0.25
2024,2023-2024,RSV,0.12
2024,2023-2024,ILI,0.67
2024,2023-2024,ILI,2.09
2024,2023-2024,Broad Acute Respiratory,14.69
2024,2023-2024,Broad Acute Respiratory,12.44
2024,2023-2024,COVID-19,0.63
2024,2023-2024,COVID-19,0.43
2024,2023-2024,Influenza,0.82
2024,2023-2024,Influenza,1.49
2024,2023-2024,RSV,0.12
2024,2023-2024,RSV,0.07
2024,2023-2024,ILI,0.58
2024,2023-2024,ILI,1.79
2024,2023-2024,Broad Acute Respiratory,14.61
2024,2023-2024,Broad Acute Respiratory,11.76
2024,2023-2024,COVID-19,0.63
2024,2023-2024,COVID-19,0.42
2024,2023-2024,Influenza,0.53
2024,2023-2024,Influenza,1.21
2024,2023-2024,RSV,0.14
2024,2023-2024,RSV,0.06
2024,2023-2024,ILI,0.44
2024,2023-2024,ILI,1.54
2024,2023-2024,Broad Acute Respiratory,13.30
2024,2023-2024,Broad Acute Respiratory,11.80
2024,2023-2024,COVID-19,0.61
2024,2023-2024,COVID-19,0.39
2024,2023-2024,Influenza,0.42
2024,2023-2024,Influenza,0.96
2024,2023-2024,RSV,0.07
2024,2023-2024,RSV,0.06
2024,2023-2024,ILI,0.37
2024,2023-2024,ILI,1.25
2024,2023-2024,Broad Acute Respiratory,13.56
2024,2023-2024,Broad Acute Respiratory,11.18
2024,2023-2024,COVID-19,0.52
2024,2023-2024,COVID-19,0.36
2024,2023-2024,Influenza,0.19
2024,2023-2024,Influenza,0.70
2024,2023-2024,RSV,0.05
2024,2023-2024,RSV,0.03
2024,2023-2024,ILI,0.36
2024,2023-2024,ILI,1.21
2024,2023-2024,Broad Acute Respiratory,13.36
2024,2023-2024,Broad Acute Respiratory,10.76
2024,2023-2024,COVID-19,0.50
2024,2023-2024,COVID-19,0.44
2024,2023-2024,Influenza,0.18
2024,2023-2024,Influenza,0.43
2024,2023-2024,RSV,0.05
2024,2023-2024,RSV,0.03
2024,2023-2024,ILI,0.45
2024,2023-2024,ILI,1.12
2024,2023-2024,Broad Acute Respiratory,13.43
2024,2023-2024,Broad Acute Respiratory,10.41
2024,2023-2024,COVID-19,0.49
2024,2023-2024,COVID-19,0.36
2024,2023-2024,Influenza,0.14
2024,2023-2024,Influenza,0.22
2024,2023-2024,RSV,0.05
2024,2023-2024,RSV,0.03
2024,2023-2024,ILI,0.51
2024,2023-2024,ILI,1.24
2024,2023-2024,Broad Acute Respiratory,12.55
2024,2023-2024,Broad Acute Respiratory,9.86
2024,2023-2024,COVID-19,0.45
2024,2023-2024,COVID-19,0.34
2024,2023-2024,Influenza,0.10
2024,2023-2024,Influenza,0.13
2024,2023-2024,RSV,0.05
2024,2023-2024,RSV,0.03
2024,2023-2024,ILI,0.31
2024,2023-2024,ILI,0.96
2024,2023-2024,Broad Acute Respiratory,12.38
2024,2023-2024,Broad Acute Respiratory,9.78
2024,2023-2024,COVID-19,0.36
2024,2023-2024,COVID-19,0.29
2024,2023-2024,Influenza,0.23
2024,2023-2024,Influenza,0.17
2024,2023-2024,RSV,0.02
2024,2023-2024,RSV,0.02
2024,2023-2024,ILI,0.16
2024,2023-2024,ILI,0.92
2024,2023-2024,Broad Acute Respiratory,11.72
2024,2023-2024,Broad Acute Respiratory,9.23
2024,2023-2024,COVID-19,0.51
2024,2023-2024,COVID-19,0.49
2024,2023-2024,Influenza,0.10
2024,2023-2024,Influenza,0.12
2024,2023-2024,RSV,0.00
2024,2023-2024,RSV,0.02
2024,2023-2024,ILI,0.48
2024,2023-2024,ILI,0.96
2024,2023-2024,Broad Acute Respiratory,12.05
2024,2023-2024,Broad Acute Respiratory,9.01
2024,2023-2024,COVID-19,0.56
2024,2023-2024,COVID-19,0.54
2024,2023-2024,Influenza,0.12
2024,2023-2024,Influenza,0.13
2024,2023-2024,RSV,0.02
2024,2023-2024,RSV,0.01
2024,2023-2024,ILI,0.37
2024,2023-2024,ILI,0.85
2024,2023-2024,Broad Acute Respiratory,12.01
2024,2023-2024,Broad Acute Respiratory,8.00
2024,2023-2024,COVID-19,0.87
2024,2023-2024,COVID-19,0.70
2024,2023-2024,Influenza,0.18
2024,2023-2024,Influenza,0.12
2024,2023-2024,RSV,0.02
2024,2023-2024,RSV,0.01
2024,2023-2024,ILI,0.30
2024,2023-2024,ILI,0.68
2024,2023-2024,Broad Acute Respiratory,11.62
2024,2023-2024,Broad Acute Respiratory,7.64
2024,2023-2024,COVID-19,0.70
2024,2023-2024,COVID-19,0.70
2024,2023-2024,Influenza,0.09
2024,2023-2024,Influenza,0.07
2024,2023-2024,RSV,0.02
2024,2023-2024,RSV,0.01
2024,2023-2024,ILI,0.23
2024,2023-2024,ILI,0.68
2026,2025-2026,COVID-19,0.78
2025,2024-2025,Broad Acute Respiratory,17.92
2025,2025-2026,RSV,0.07
2025,2024-2025,ILI,0.65
2024,2024-2025,Influenza,0.17
2025,2024-2025,ILI,1.59
2025,2024-2025,Influenza,0.03
2024,2023-2024,RSV,0.00
2026,2025-2026,Broad Acute Respiratory,15.26
2025,2024-2025,COVID-19,0.30
2024,2023-2024,Broad Acute Respiratory,9.13
2024,2023-2024,ILI,0.19
2025,2024-2025,Broad Acute Respiratory,11.26
2025,2024-2025,Broad Acute Respiratory,14.20
2024,2023-2024,Influenza,0.06
2024,2023-2024,RSV,0.02
2025,2024-2025,RSV,0.00
2025,2024-2025,COVID-19,0.20
2025,2025-2026,ILI,1.94
2026,2025-2026,ILI,0.57
2025,2024-2025,COVID-19,1.21
2025,2025-2026,Influenza,0.12
2026,2025-2026,RSV,0.77
2025,2024-2025,Broad Acute Respiratory,11.81
2026,2025-2026,RSV,0.77
2025,2024-2025,Broad Acute Respiratory,6.37
2025,2024-2025,COVID-19,0.52
2025,2024-2025,RSV,0.03
2025,2025-2026,Broad Acute Respiratory,13.60
2025,2025-2026,COVID-19,0.25
2026,2025-2026,RSV,0.75
2025,2025-2026,RSV,0.08
2026,2025-2026,ILI,0.56
2025,2024-2025,Influenza,1.07
2026,2025-2026,Influenza,0.65
2025,2024-2025,Broad Acute Respiratory,18.85
2026,2025-2026,ILI,3.59
2025,2024-2025,RSV,0.11
2024,2024-2025,ILI,1.50
2024,2024-2025,COVID-19,0.66
2025,2024-2025,COVID-19,0.32
2025,2024-2025,ILI,0.59
2026,2025-2026,Broad Acute Respiratory,15.20
2025,2025-2026,Influenza,5.18
2025,2024-2025,Influenza,0.19
2026,2025-2026,COVID-19,1.17
2024,2024-2025,RSV,0.07
2026,2025-2026,COVID-19,0.81
2026,2025-2026,COVID-19,0.59
2025,2024-2025,Influenza,3.58
2024,2024-2025,COVID-19,0.56
2026,2025-2026,Influenza,3.81
2024,2023-2024,Broad Acute Respiratory,8.24
2025,2024-2025,ILI,1.35
2026,2025-2026,RSV,0.40
2025,2024-2025,ILI,2.61
2026,2025-2026,RSV,0.76
2026,2025-2026,Influenza,0.47
2025,2024-2025,Influenza,0.83
2026,2025-2026,Broad Acute Respiratory,11.73
2026,2025-2026,RSV,0.77
2026,2025-2026,Broad Acute Respiratory,14.43
2025,2025-2026,ILI,1.32
2024,2023-2024,RSV,0.00
2026,2025-2026,COVID-19,0.45
2025,2024-2025,RSV,0.00
2024,2024-2025,RSV,0.72
2025,2025-2026,Influenza,5.53
2025,2024-2025,COVID-19,1.37
2025,2024-2025,ILI,1.26
2026,2025-2026,RSV,0.84
2024,2024-2025,COVID-19,0.35
2024,2024-2025,Broad Acute Respiratory,13.70
2024,2023-2024,COVID-19,2.15
2025,2025-2026,Influenza,0.94
2025,2024-2025,Influenza,0.16
2026,2025-2026,ILI,1.52
2024,2024-2025,Influenza,0.12
2025,2024-2025,ILI,0.55
2025,2024-2025,Broad Acute Respiratory,7.38
2025,2024-2025,Influenza,0.05
2024,2023-2024,Influenza,0.02
2025,2025-2026,Broad Acute Respiratory,16.85
2024,2024-2025,Broad Acute Respiratory,15.82
2026,2025-2026,Broad Acute Respiratory,15.38
2025,2024-2025,Influenza,3.07
2026,2025-2026,Influenza,1.72
2025,2024-2025,Broad Acute Respiratory,6.48
2025,2024-2025,RSV,0.05
2025,2025-2026,Broad Acute Respiratory,21.00
2026,2025-2026,Influenza,1.22
2026,2025-2026,COVID-19,0.25
2025,2024-2025,ILI,0.56
2025,2024-2025,COVID-19,1.03
2025,2024-2025,RSV,0.01
2025,2024-2025,Influenza,0.03
2026,2025-2026,COVID-19,0.49
2026,2025-2026,ILI,2.49
2024,2024-2025,RSV,0.27
2025,2024-2025,COVID-19,0.57
2024,2023-2024,COVID-19,1.22
2024,2024-2025,Influenza,0.11
2025,2025-2026,RSV,0.22
2025,2025-2026,ILI,0.47
2024,2023-2024,RSV,0.03
2026,2025-2026,Broad Acute Respiratory,13.05
2025,2025-2026,Broad Acute Respiratory,11.30
2025,2024-2025,Influenza,2.13
2025,2025-2026,Influenza,0.43
2026,2025-2026,Influenza,0.38
2025,2025-2026,Influenza,0.17
2024,2023-2024,ILI,0.85
2024,2023-2024,Broad Acute Respiratory,12.76
2026,2025-2026,ILI,0.52
2024,2024-2025,Influenza,0.21
2025,2024-2025,RSV,0.36
2024,2023-2024,Influenza,0.00
2024,2023-2024,RSV,0.00
2025,2024-2025,ILI,1.32
2025,2024-2025,COVID-19,0.70
2026,2025-2026,Broad Acute Respiratory,15.19
2025,2025-2026,Broad Acute Respiratory,10.75
2025,2025-2026,ILI,0.47
2026,2025-2026,ILI,0.48
2026,2025-2026,Influenza,0.68
